author,autism,coords_from,country,id,label,lang,location,measl,mood,mump,published_at,response_id,retweeted_id,state,text,vaccin,vax,vaxin,x,y,zip
Neil7253 (Alastair Neil Lamber),0,,,565298536389300224,1,en,Hagley Worcestershire UK,0,-2,0,2015-02-10 23:57:28 UTC,,565287894005608451,,RT @CBCNews: Rona Ambrose says anti-vaccine movement puts children at risk http://t.co/pf1VYyXRVw http://t.co/soePc06iFI,1,0,0,,,
coreburnflat (Core Exercise),0,,,565298663271182337,1,en,,0,0,0,2015-02-10 23:57:58 UTC,,,,HPV Vaccine Does Not Lead to Riskier Sex for Women - U.S. News &amp; World Report http://t.co/9JL6GN7UUR #health,1,0,0,,,
happystash (Erynn),0,location,ca,565316725844217859,1,en,Canada,0,0,0,2015-02-11 01:09:45 UTC,,565314241520234496,,RT @RamonaJennex: .@anne_theriault @DrBobSears I find this so offensive.Has nothing to do with vaccination. #mom #kidswithADHDrock,1,0,0,-96.811451,62.395819,
AmeshAA (Amesh Adalja),0,,,565327035216986112,1,en,"Pittsburgh, PA & Baltimore, MD",0,0,0,2015-02-11 01:50:43 UTC,,,,Dissecting One of the Philosophical Underpinnings of #Vaccine Opposition    http://t.co/Wsyocg5kiU,1,0,0,,,
LJB128 (Lynne Jones Batshon),0,,,565353399974395906,1,en,"Rosslyn, VA/Washington DC",1,-1,0,2015-02-11 03:35:28 UTC,,565243298982674433,,RT @WHO_Europe_VPI: The path of non-vaccination leads #measles to the kids who are most vulnerable #Vaccineswork &amp; herd immunity protects h…,1,0,0,,,
rizzamaegaspar (R I Z ),0,coords,ph,565379203773001729,1,en,17 | Columbanite ,0,0,0,2015-02-11 05:18:01 UTC,,,central luzon,Vaccine + grooming 💕🐶,1,0,0,120.326433,14.850755,
AlisonWanderlnd (Alison H.),0,,,565390806132215808,1,en,Directionally challenged,1,2,0,2015-02-11 06:04:07 UTC,,565347041606246400,,"RT @globetoronto: Anti-vax parents are irresponsible, federal Health Minister says. http://t.co/OOZvFqvqys #healthcare #measles http://t.co…",0,1,0,,,
Gangsta_News (Gangsta News),0,location,us,565397314857369600,1,en,In da 'Hood,0,0,0,2015-02-11 06:29:59 UTC,,,ca,Don’t be fooled by Rand Paul’s vaccine stunt http://t.co/FW3fzxLljl,1,0,0,-121.519194,38.36828,95639
BernicoPea (Bernice Pao),0,location,ca,565412717599940609,1,en,Canada,0,0,0,2015-02-11 07:31:11 UTC,,,,Even pediatrician known for alternative vaccine schedule is now vaccinating 25 kids a daydiv styleclear:bothpadding-top:0,1,0,0,-96.811451,62.395819,
honkarmanbra (Armando Brady),0,location,us,565461806995738626,1,en,"New York, NY",0,1,0,2015-02-11 10:46:15 UTC,,,ny,"3-D vaccine spontaneously assembles to pack a powerful punch against cancer, infectious diseases http://t.co/7O6ux63vJs",1,0,0,-74.007124,40.71455,10007
iris_messenger (Iris),0,,,565503232982941698,0,en,,0,0,0,2015-02-11 13:30:51 UTC,,,,#getmad #k_m_allan: HHHHHHeeeeyyyyyyyyy WAKE UP YOUR BEING EXTERMINATED #TrueStory #Fukushima #Chemtrails #GMO's #Vaccine's should i go on?…,1,0,0,,,
simonathibault (Simon Thibault),0,location,ca,565511840088600576,1,en,"Halifax, NS",0,0,0,2015-02-11 14:05:04 UTC,,,ns,How the Toronto Star massively botched a story about the HPV vaccine via @vox http://t.co/0nhzxLrODY via @juliaoftoronto,1,0,0,-63.573919,44.64616,b3j
HybridRemedies (Hybrid Remedies),0,,,565512584531836928,0,en,,0,-1,0,2015-02-11 14:08:01 UTC,,,,Flu vaccination during pregnancy results in a reduced immune system in your baby.  http://t.co/Auj5oO2KvT http://t.co/ygK4uceZU8,1,0,0,,,
kathyslaughter (kathyslaughter),0,location,us,565524366608183296,1,en,"Grand Junction, CO",0,-3,0,2015-02-11 14:54:50 UTC,,565505571722625026,co,RT @msnbc: Elizabeth Warren puts vaccine conspiracy theorists in their place. Watch: http://t.co/aFJLP4QmGX http://t.co/ocQogmX05F,1,0,0,-108.564453,39.06879,
RatherBeGulfing (Librarians are Rad),0,,,565526151289143296,1,en,I have a mutation/I'm a MUTANT,0,-2,0,2015-02-11 15:01:56 UTC,,565391116640714752,,RT @LosFelizDayCare: Depp (4) is giving a talk on vaccine paranoia vs vaccine hesitancy tomorrow. Time is meaningless so whenever you come …,1,0,0,,,
JUANGARZA13 (JUAN GARZA RAMOS),0,location,mx,565535356620374016,1,en,"MEXICO, D.F.",1,0,0,2015-02-11 15:38:30 UTC,,,dif,"Public health experts discuss measles vaccine efficacy, resistance http://t.co/fAv7XC3MQN #hubjhu via @HubJHU",1,0,0,-99.132851,19.4319,
chinocorleone13 (Steven D. Caudle),0,location,us,565542776117678080,1,en,Planet Nowhere,0,0,0,2015-02-11 16:07:59 UTC,,,ok,oldfashionedwhore: feminist-space: Mexico? They have a 99% vaccination rate. In some Orange County (you... http://t.co/RJNaNME0D7,1,0,0,-98.442509,35.159515,73038
warriormom101 (Chanda Jackson),0,,,565544499196493824,-1,en,,0,0,0,2015-02-11 16:14:50 UTC,,565540355375128576,,RT @TannersDad: It is about #Health regained and Freedom retained #CDCwhistleblower No Vaccine Mandates http://t.co/O4F3HEbegi http://t.co/…,1,0,0,,,
Proud_Libtard (Louise McKinney),0,location,ca,565553544648859649,-1,en,"Toronto, Canada",1,-3,0,2015-02-11 16:50:47 UTC,,565525717589295105,on,RT @HealthRanger: Arizona cardiologist responds to hate mail after taking a stand against phony #vaccine science: http://t.co/b5Ted8vUHF  #…,1,0,0,-79.385324,43.64856,m5h
CaseyGeraldo (Casey Geraldo),0,location,us,565559370684301312,0,en,"Lincoln, Nebraska",0,0,0,2015-02-11 17:13:56 UTC,,,ne,"Sen. Kolterman says his children have both had the vaccine, but it was a personal choice. Says the same of helmets &amp; seatbelts.",1,0,0,-96.707739,40.81362,68508
KirstenAcuna (Kirsten Acuna),0,location,us,565570423581331456,1,en,"Avenel, NJ",0,0,0,2015-02-11 17:57:51 UTC,,,nj,The vaccination poster you were looking for #StarWars http://t.co/8WeCfPyIIN http://t.co/8Pe3LoDeLR,1,0,0,-74.279853,40.578191,07001
yopd1 (yopd1),1,,,565583942217367553,1,en,,1,-2,0,2015-02-11 18:51:34 UTC,565582256572727297,,,"@SharylAttkisson You're still pushing fraudulent vaccine-autism link.  If one child dies from measles, I hope you are sued into oblivion",1,0,0,,,
ceestave (ceestave),0,,,565597180371927040,-1,en,,1,9,0,2015-02-11 19:44:10 UTC,,562848302585368576,,RT @MarcellaPiperTe: AMAZING DAY! Thanks .@TODAYshow! http://t.co/NWzOMe0Dv6 50k+ hits! Best day EVER! Parents seeking #vaccine #measles tr…,1,0,0,,,
Voices4Vaccines (Voices for Vaccines),0,,,565598703948660736,1,en,,0,0,0,2015-02-11 19:50:13 UTC,,,,@alloveralbany Pro-Vaccine playgroups organizing in your area: https://t.co/jAoxbl0npZ,1,0,0,,,
jackiesebell (jackie sebell),0,location,us,565600190871400448,-1,en,Southeast Michigan,0,0,0,2015-02-11 19:56:08 UTC,,565583482018340864,mi,RT @deannecox777: Bringing Much-Needed Sanity to the Vaccine Debate  http://t.co/GEuCX6MkBY @Oprah  #CDCwhistleblower #BREAKaBillion http:/…,1,0,0,-83.27533,42.453646,
marketreadyrx (Market Ready Rx ),0,location,us,565602622527504387,-1,en,"Santa Barbara, CA",0,0,0,2015-02-11 20:05:48 UTC,,,ca,Panacea Pharmaceuticals Engages Accelovance For Clinical Development Of Its Therapeutic #Cancer #Vaccine http://t.co/UsDPQb0b4k,1,0,0,-119.698869,34.419255,93101
MCBazacoPhD (Michael Bazaco),0,location,us,565613974113509376,1,en,"Washington, DC",0,0,0,2015-02-11 20:50:54 UTC,,565580763199201282,dc,RT @joshpowell541: @annie_sparrow provides convincing evidence from Syria that polio is not going away and vaccine rates are alarmingly low…,1,0,0,-77.031959,38.89037,20004
randyetbennett (Randy Bennett),0,,,565623527777501185,1,en,,0,4,0,2015-02-11 21:28:52 UTC,,565591432128647172,,"RT @deborahetadams: Softer, less strident outreach may help calm U.S. vaccine skeptics #healthNews http://t.co/9uyNK6Eogf http://t.co/OdK9x…",1,0,0,,,
TraceyBricco (Tracey Bricco),0,location,us,565626706799898624,-1,en,Northern Wisconsin,0,0,0,2015-02-11 21:41:30 UTC,,565602404943814657,wi,RT @ceestave: When does the increase to the childhood #vaccine schedule stop? http://t.co/fjH3qDJZjd #CDCwhistleblower http://t.co/XpIqhVsT…,1,0,0,-89.847221,44.78636,
orlamcdermott (Orla McDermott),0,,,565635954879504384,1,en,,0,0,0,2015-02-11 22:18:15 UTC,,565625433295958017,,RT @jopearl: Why are vaccination rates at tech company daycares so low? My latest for @WIRED. http://t.co/iPRCslD1Cr,1,0,0,,,
damonayoung (Damon Young),0,location,au,565640121417228289,0,en,"Melbourne, Australia",0,0,0,2015-02-11 22:34:48 UTC,,565616865373077504,vic,RT @emilylmullin: A Working Malaria Vaccine That Can't Get Money http://t.co/4LOdWMkvRw,1,0,0,144.967148,-37.817532,
FormbyRotary (Formby Rotary),0,,,565641628418064384,1,en,Formby Lancashire UK,0,2,0,2015-02-11 22:40:47 UTC,,565577318308282368,,RT @EndPolioNow: Africa reaches 6 months w/out a case of polio. We must continue to reach every child w/ the polio vaccine. #endpolio http:…,1,0,0,,,
UMAD (Asem H.),0,,,565642473666797569,1,en,127.0.0.1,0,2,0,2015-02-11 22:44:09 UTC,,565633961263923201,,RT @GammaCounter: Vaccination rates at Silicon Valley in-house day-cares. Pixar looks like 40%. http://t.co/v2FJDqiL73 http://t.co/2ih32fFP…,1,0,0,,,
Spokane_Council (Spokane City Council),0,location,us,565647144057843712,1,en,"Spokane, Washington",1,0,0,2015-02-11 23:02:43 UTC,,565632842689183745,wa,"RT @stuartathompson: Measles cases in America by state, before and after a vaccine was introduced http://t.co/60kSUvYwx3 http://t.co/Ck3pma…",1,0,0,-117.412279,47.65726,99201
HoneyBadger253 (Honey Badger),0,,,565649014453174275,-1,en,,0,-2,0,2015-02-11 23:10:08 UTC,,565620660421267456,,RT @mission2heal: @EsseneHealth @susan_welch7 @rsbellmedia Over 1800 video testimonies of vaccine injured children incldng mine! https://t.…,1,0,0,,,
mattheworres (Matt Orres),0,location,us,565673602717319168,1,en,"Pittsburgh, PA",1,0,0,2015-02-12 00:47:51 UTC,,565659293173964803,pa,"RT @Reddy: The difference a vaccine makes, measles edition:  http://t.co/lC5hx2TNpR http://t.co/GuWo450VGW",1,0,0,-79.997459,40.438335,15219
UneditedPol (Unedited Politics),0,,,565674379800236033,0,en,,0,0,0,2015-02-12 00:50:56 UTC,,,,Elizabeth Warren Trolls Rand Paul During Senate Vaccine Hearing http://t.co/HIJTpMRYg2 http://t.co/BUXuCkoVFC,1,0,0,,,
NoFlyDawn (AtticusScout),0,location,us,565686823754948610,0,en,Oh Canada ,0,0,0,2015-02-12 01:40:23 UTC,,565685783206854656,oh,"RT @metromorning: Tmrw, @TorontoStar public editor @kathyenglish on the paper's much-criticized vaccine story, and why the publisher says t…",1,0,0,-82.843899,39.2386,45601
billfasano (Bill Fasano),0,location,us,565691053010083840,1,en,Delaware,0,4,0,2015-02-12 01:57:11 UTC,,,de,Wow. (Tip: adjust for mean employee age.) #demography MT @mims: Vaccination at Google &amp; Pixar's daycare under 50% http://t.co/Q8inzGh0jQ,1,0,0,-75.418766,39.145266,
mattgurney (Matt Gurney),0,location,gn,565698730134077440,-1,en,Sector 001,0,-2,0,2015-02-12 02:27:42 UTC,565697015825567746,,,@piya I blame rising HPV vaccination rates.,1,0,0,-13.65462,9.59825,001
GeekDailyNews (GDN),0,,,565704605049556992,1,en,,0,-2,0,2015-02-12 02:51:02 UTC,,,,#GeekDailyNews Just how many vaccine deniers are there in Silicon Valley? http://t.co/wrlHJLkZKT,1,0,0,,,
sup_now (Sup),0,location,au,565741308031926273,1,en,Melbourne,0,-3,0,2015-02-12 05:16:53 UTC,,,vic,Outbreak of anger over anti-vaccination movement  http://t.co/3G7UmyB7ZK,1,0,0,144.967148,-37.817532,
amamils (D 48 Mils),0,location,id,565765958909054976,0,id,Bandung   ,0,0,0,2015-02-12 06:54:50 UTC,,565752908906373121,,RT @StQuagmire: 😷TONIGHT 8pm ET😷#QARLive: Do The Right Think W/ @JessicaGG25❤To #Vax Or Not To Vax?⏩⏩http://t.co/iUGIbF8C5x⏪⏪W/Guest Dr. Ad…,0,1,0,107.606911,-6.91242,
YESSideal_ (INVITE PIN 2A57C69A),0,location,id,565768987850854403,0,en,INDONESIA,0,0,0,2015-02-12 07:06:52 UTC,,565752908906373121,,RT @StQuagmire: 😷TONIGHT 8pm ET😷#QARLive: Do The Right Think W/ @JessicaGG25❤To #Vax Or Not To Vax?⏩⏩http://t.co/iUGIbF8C5x⏪⏪W/Guest Dr. Ad…,0,1,0,117.995819,-2.46456,
oxygen_studiosw (Oxygen Music Group),0,location,au,565791946510458880,1,en,"Perth, Australia",1,-2,0,2015-02-12 08:38:06 UTC,,,wa,Flannery Fired Up: Measles Vaccination - MyFox Chicago http://t.co/8SD19hLK3E,1,0,0,115.857239,-31.95302,
pwnjeetdo (守 Greg Barnes),0,,,565829564895854592,1,en,opinions expressed are my pwn,1,0,0,2015-02-12 11:07:35 UTC,,565659293173964803,,"RT @Reddy: The difference a vaccine makes, measles edition:  http://t.co/lC5hx2TNpR http://t.co/GuWo450VGW",1,0,0,,,
TannersDad (TannersDad Tim),0,location,us,565855047439761409,-1,en,"Catlin, IL",0,0,0,2015-02-12 12:48:51 UTC,,,il,BILLION It is abt #Health regained and Freedom retained #CDCwhistleblower No Vaccine Mandates http://t.co/O4F3HEbegi http://t.co/ACPOO7xejL,1,0,0,-87.700719,40.065045,61817
NOWinAutism (NOWin Autism),0,,,565862862887743488,-1,en,,0,0,0,2015-02-12 13:19:54 UTC,,565855047439761409,,RT @TannersDad: BILLION It is abt #Health regained and Freedom retained #CDCwhistleblower No Vaccine Mandates http://t.co/O4F3HEbegi http:/…,1,0,0,,,
biocomicals (Biocomicals),0,location,us,565871004539703297,1,en,"Providence, RI USA",1,0,0,2015-02-12 13:52:15 UTC,,,ri,The US measles outbreak highlights why most states should reconsider their vaccination rules. http://t.co/EEtRVXESlO,1,0,0,-71.411994,41.823875,02903
Kissiebunny (Cuddlekins),0,location,es,565873006870671360,1,en,Merica,0,-2,0,2015-02-12 14:00:12 UTC,,,pv,Senator Warren Uses Vaccine Hearing To Smack Down Rand Paul's Anti-Vax Nonsense http://t.co/nDwT5YSYwT,1,1,0,-2.58137,43.317051,48312
AsiaPacNews (Asia Pacific News),0,location,zz,565877267180421121,0,en,Asia Pacific,0,0,0,2015-02-12 14:17:08 UTC,,,,Novavax starts Ebola vaccine trial in humans http://t.co/B857asOXbA,1,0,0,-51.246616,0.533655,
lilium999 (lilium999),0,location,gr,565894915063054336,-1,en,Greece,0,-2,0,2015-02-12 15:27:16 UTC,,,,The Vaccine Hoax Is Over! Documents From Uk Reveal 30 Year Coverup http://t.co/A01vtTl0di,1,0,0,24.537435,38.283306,
pharma411 (Pharma 411),0,location,us,565906389118091265,0,en,Boston,0,0,0,2015-02-12 16:12:51 UTC,,,ma,Novavax starts Ebola vaccine trials on humans http://t.co/gn3GjUdtCS #biotech,1,0,0,-71.056699,42.358635,02109
NEWS_WORLD_ (█████ ████),0,,,565906612179574785,1,en,Hollanditis ␤,0,-4,0,2015-02-12 16:13:45 UTC,,,,⚡️ How Vaccine Hysteria Could Spark Totalitarian Nightmare: Gov. Chris Christie has been ... http://t.co/YTWxbf1XhF #news #noticias #www,1,0,0,,,
wbradleyjr1 (Walter L Bradley Jr),0,,,565912247449681920,-1,en,,0,-2,0,2015-02-12 16:36:08 UTC,,,,A Father's Personal Struggle with the Vaccine Debate http://t.co/atDJvx8arq via @sharethis,1,0,0,,,
luvefe316 (luis ),0,location,es,565923021740068864,0,es,Bilbao,0,0,0,2015-02-12 17:18:57 UTC,,565798254411931648,,"RT @WHO_Europe: Every Feb, WHO analyses info from countries, experts &amp; recommends components of #flu vaccine for next season http://t.co/Lx…",0,0,0,-2.946119,43.26865,48014
AlanMiranda8 (Alan B. Miranda),0,,,565950410259980288,1,en,X 2015,0,0,0,2015-02-12 19:07:47 UTC,,565948572751757313,,RT @HealthRanger: Has the #HealthRanger now joined the mainstream media as a #vaccine advocate? Listen to this video interview. http://t.co…,1,0,0,,,
BooksByTara (Tara McClintick),0,location,us,565961846872891392,-1,en,Ohio,0,0,0,2015-02-12 19:53:14 UTC,,565961041712930817,oh,RT @mission2heal: @grr0060 PROHIBIT LAWS MANDATING THE FORCE OF VACCINATION https://t.co/M2b27AddPx … … #CDCwhistleblower #VaccineInjury #P…,1,0,0,-82.669468,40.190331,
EM_SteveMcGuire (EM--Steven McGuire),0,,,565983347609174017,1,en,,1,4,0,2015-02-12 21:18:40 UTC,,565968542382981121,,"RT @emresidents: An awesome rap video on vaccination and measles by Dr. Chris Hahn, an EM resident at Highland Hospital. https://t.co/tWcTR…",1,0,0,,,
TexasResidents (Texas Residents),0,location,us,565990936199454721,1,en,"Austin, Texas",0,0,0,2015-02-12 21:48:49 UTC,,565987525958045696,tx,RT @TravisCMS: Texas governor weighs in on vaccination debate. http://t.co/ZjHy5LAH5Y,1,0,0,-97.742984,30.267605,78701
hr072 (Harsha R),0,location,us,566000303942553600,-1,en,"Woodland, CA",0,-2,0,2015-02-12 22:26:02 UTC,565992083639795714,,ca,".@noahWG if for @frankcurreri vaccine science is big-pharma driven propaganda, wait till he sees ads for some of the stuff sold @ pharmacies",1,0,0,-121.773124,38.678435,95695
svagdis (Kate Svagdis),0,,,566004073514946560,-1,en,,0,0,0,2015-02-12 22:41:01 UTC,,565971383532806144,,RT @mission2heal: @PhillipKCK PROHIBIT LAWS MANDATING THE FORCE OF VACCINATION https://t.co/M2b27AddPx … … #CDCwhistleblower #VaccineInjury…,1,0,0,,,
fightingtyranny (FTSN),0,location,us,566012844236222465,-1,en,"Bronx, New York",0,0,1,2015-02-12 23:15:52 UTC,,,ny,Two People Contract Mumps After Receiving Mumps Vaccine http://t.co/Q3xzcpC0us,1,0,0,-73.923249,40.825745,10451
SkepticViews (Skeptic Views),0,location,us,566026879551819776,0,en,Washington D.C.,0,0,0,2015-02-13 00:11:39 UTC,,,dc,Politifact rates a vaccine claim by Mike Adams. Results are what you'd expect. http://t.co/fKSYu2ORJb,1,0,0,-77.031959,38.89037,20004
HigginsPolitics (Ronald Higgins),0,location,ca,566033539423289344,1,en,"Calgary, AB",1,0,0,2015-02-13 00:38:06 UTC,,,ab,Measles-Vaccine Debate Hits Home at California School http://t.co/sMPUKnqy6R,1,0,0,-114.063014,51.04522,t2g
WidescopeCSR (Widescope CSR),0,,,566058196406894592,1,en,Worldwide,1,0,0,2015-02-13 02:16:05 UTC,,566057980752568320,,RT @gatesfoundation: Watch how measles outbreaks spread depending on vaccination coverage: http://t.co/WDPzq4dvnU #DataViz http://t.co/85nm…,1,0,0,,,
Lastcombo (Darl van Dijk),0,location,nl,566059219372486656,1,en,Netherlands,0,4,0,2015-02-13 02:20:09 UTC,,565935677666521089,,"RT @Reuters_Health: Health officials consider softer, less strident outreach to help calm vaccine skeptics: http://t.co/PANjCDQpju http://t…",1,0,0,5.29297,52.152355,
ThornyBastard1 (Thorny Bastard),0,location,cn,566059763008827392,1,en,"Shenzhen, China",0,2,0,2015-02-13 02:22:19 UTC,,566057159533035520,44,"RT @LibertyBlitz: ""Liberal, wealthy, highly educated Boulder County has long been known as a center for the anti-vaccination movement."" htt…",1,0,0,114.112556,22.546789,5180
pascalrossini (Pascal Rossini),0,,,566061626650923008,1,en,,0,2,0,2015-02-13 02:29:43 UTC,,,,The Sticky Facts About Google's Unvaccinated Kids: Google claims data on low vaccination rates at its day care... http://t.co/VDGHZTU8DK,1,0,0,,,
marenoco (Marenoco),0,,,566076805233143808,1,en,,1,4,0,2015-02-13 03:30:02 UTC,,565609259619328001,,"RT @SenFeinstein: Loud and clear from @US_FDA Commissioner Dr. Margaret Hamburg: Measles vaccine safe, effective and should be used. http:/…",1,0,0,,,
sarahleonard22 (Sarah Leonard),0,location,ca,566083990097240064,1,en,Canada,0,-4,0,2015-02-13 03:58:35 UTC,,566075485172805633,,RT @picardonhealth: Mom who lost a baby to a vaccine-preventable illness on why #vaccination matters. by @Linda_Dahlstrom http://t.co/Yd4eX…,1,0,0,-96.811451,62.395819,
jumboloanman (Marcus Johnson),0,,,566086088964726784,-1,en,,0,-2,0,2015-02-13 04:06:55 UTC,,,,A Father's Personal Struggle With The Vaccine Debate http://t.co/A1K7jFr7PZ #auburn #roseville #sacramento #realestate #mortgage #hashtag,1,0,0,,,
Mananui (Victoria Generao),0,location,us,566093615647449088,0,en,"Gig Harbor, WA",0,0,0,2015-02-13 04:36:50 UTC,,,wa,UC widens vaccination requirements for 2017 http://t.co/hce1AaMsbK,1,0,0,-122.580369,47.328,98335
cmstatton (Chrissie Statton),0,,,566114471781736448,-1,en,,0,-2,0,2015-02-13 05:59:42 UTC,,566003713739718658,,RT @LaLaRueFrench75: Dear #Troll Psychos: 30 Yrs of Secret Official Records Show Vaccine Fraud https://t.co/GU6ywRy2Vh http://t.co/1ZgqH0aB…,1,0,0,,,
honorDrSalk (honorDrSalk),0,,,566116178645377024,1,en,,0,1,0,2015-02-13 06:06:29 UTC,,,,@drlisarighter please sign &amp; retweet my petition to commemorate the 60th anniversary of the polio vaccine http://t.co/QXEGA5MJO1,1,0,0,,,
exSuperman (JTSoloDolo),0,location,us,566120269300121600,1,en,West Palm Beach,0,1,0,2015-02-13 06:22:44 UTC,,,fl,funnyordie: RT clippership: Finally! A safe option for anti-vaxxers. #antivax http://t.co/xUnLLM5dQH,0,0,0,-80.052689,26.714388,33401
